siniestro_id,poliza_id,anio_ocurrencia,fecha_siniestro,fecha_reporte,tipo_siniestro,monto_siniestro,deducible,monto_neto,monto_pagado,estado_siniestro,monto_reserva,mes_siniestro
885,8911,2020,2020-12-27,2021-01-01,Danos,49576.49,7436.47,42140.01,42140.01,Pagado,0,12
886,8916,2020,2020-03-19,2020-03-22,Colision,45134,6770.1,38363.9,38363.91,Pagado,0,3
887,8917,2020,2020-03-23,2020-03-30,Colision,27266.66,4090,23176.66,23176.66,Pagado,0,3
888,8932,2020,2020-08-18,2020-08-20,Colision,9523.46,1800,7723.46,7723.46,Pagado,0,8
889,8939,2020,2021-03-11,2021-03-11,Colision,30430.06,4564.51,25865.55,25865.55,Pagado,0,3
890,8949,2020,2021-04-03,2021-04-18,Danos,10505.28,1800,8705.28,8705.279999999999,Pagado,0,4
891,8970,2020,2021-05-21,2021-05-31,Colision,8354.99,1800,6554.99,6555,Pagado,0,5
892,8972,2020,2021-06-17,2021-06-25,Danos,6006.33,1800,4206.33,4206.32,Pagado,0,6
893,8989,2020,2020-10-14,2020-10-21,Robo Total,216999,32549.85,184449.15,184449.13999999998,Pagado,0,10
894,9012,2020,2020-10-17,2020-10-19,Colision,24434.43,3665.16,20769.26,20769.26,Pagado,0,10
895,9019,2020,2020-10-24,2020-11-07,Colision,9278.76,1800,7478.76,7478.76,Pagado,0,10
896,9021,2020,2020-10-20,2020-10-26,Robo Parcial,8192.69,1800,6392.69,6392.7,Pagado,0,10
897,9027,2020,2021-10-29,2021-10-31,Colision,8240.74,1800,6440.74,6440.74,Pagado,0,10
898,9027,2020,2021-11-21,2021-12-01,Colision,25866.02,3879.9,21986.11,21986.12,Pagado,0,11
899,9062,2020,2021-01-23,2021-02-03,Robo Parcial,21483.8,3222.57,18261.23,18261.23,Pagado,0,1
900,9091,2020,2021-03-03,2021-03-07,Colision,3466.16,1800,1666.16,1666.16,Pagado,0,3
901,9093,2020,2021-01-19,2021-01-22,Colision,16842.86,2526.43,14316.43,14316.44,Pagado,0,1
902,9097,2020,2021-03-04,2021-03-12,Colision,16399.37,2459.91,13939.46,13939.46,Pagado,0,3
903,9101,2020,2021-01-14,2021-01-20,Colision,29733.36,4460,25273.35,25273.35,Pagado,0,1
904,9106,2020,2020-10-19,2020-10-22,Colision,45685.48,6852.82,38832.66,38832.659999999996,Pagado,0,10
905,9153,2020,2021-04-13,2021-04-15,Colision,7364.21,1800,5564.21,0,Rechazado,0,4
906,9153,2020,2021-03-30,2021-04-03,Robo Parcial,8745.31,1800,6945.31,6945.3099999999995,Pagado,0,3
907,9160,2020,2020-10-03,2020-10-12,Colision,19711.96,2956.79,16755.16,16755.16,Pagado,0,10
908,9161,2020,2021-05-11,2021-05-12,Colision,9270.66,1800,7470.66,7470.66,Pagado,0,5
909,9162,2020,2021-06-27,2021-07-03,Danos,28039.56,4205.93,23833.62,23833.62,Pagado,0,6
910,9163,2020,2020-08-16,2020-08-31,Colision,25369.3,3805.39,21563.9,21563.9,Pagado,0,8
911,9170,2020,2020-10-14,2020-10-17,Colision,13267.26,1990.09,11277.17,11277.16,Pagado,0,10
912,9171,2020,2020-08-08,2020-08-14,Colision,24610.14,3691.52,20918.62,20918.620000000003,Pagado,0,8
913,9175,2020,2021-01-10,2021-01-17,Colision,14043.47,2106.52,11936.95,11936.949999999999,Pagado,0,1
914,9192,2020,2020-11-07,2020-11-09,Danos,24711.22,3706.68,21004.54,21004.54,Pagado,0,11
915,9194,2020,2021-05-16,2021-05-28,Robo Total,97301.08,14595.16,82705.92,82705.91,Pagado,0,5
916,9221,2020,2021-03-01,2021-03-13,Colision,27377.77,4106.67,23271.1,23271.100000000002,Pagado,0,3
917,9238,2020,2021-02-25,2021-03-11,Colision,4484.52,1800,2684.52,2684.52,Pagado,0,2
918,9247,2020,2021-03-12,2021-03-21,Colision,12325.25,1848.79,10476.46,0,Rechazado,0,3
919,9255,2020,2020-06-02,2020-06-13,Robo Parcial,16609.99,2491.5,14118.49,14118.48,Pagado,0,6
920,9255,2020,2020-12-14,2020-12-25,Colision,7834.78,1800,6034.78,6034.79,Pagado,0,12
921,9263,2020,2021-03-31,2021-04-03,Colision,30332.2,4549.83,25782.37,25782.37,Pagado,0,3
922,9266,2020,2020-11-11,2020-11-26,Danos,19495.75,2924.36,16571.38,16571.39,Pagado,0,11
923,9269,2020,2021-01-17,2021-01-29,Colision,3503.01,1800,1703.01,1703.02,Pagado,0,1
924,9275,2020,2021-04-24,2021-05-03,Danos,19411.51,2911.73,16499.78,16499.79,Pagado,0,4
925,9291,2020,2021-06-16,2021-06-21,Colision,45865.21,6879.78,38985.43,38985.44,Pagado,0,6
926,9294,2020,2021-01-22,2021-01-30,Colision,21675.58,3251.34,18424.24,18424.24,Pagado,0,1
927,9297,2020,2020-10-26,2020-10-30,Colision,4918.25,1800,3118.25,3118.24,Pagado,0,10
928,9322,2020,2021-09-11,2021-09-18,Colision,34425.21,5163.78,29261.43,29261.43,Pagado,0,9
929,9323,2020,2020-06-24,2020-07-07,Colision,32235.45,4835.32,27400.14,27400.140000000003,Pagado,0,6
930,9348,2020,2020-10-22,2020-11-05,Robo Total,306528,45979.2,260548.8,260548.79,Pagado,0,10
931,9360,2020,2021-01-17,2021-01-23,Colision,11229.35,1800,9429.35,9429.35,Pagado,0,1
932,9385,2020,2020-05-29,2020-06-04,Incendio,73778.97,11066.85,62712.13,62712.13,Pagado,0,5
933,9388,2020,2021-03-08,2021-03-12,Colision,10326.58,1800,8526.58,8526.59,Pagado,0,3
934,9390,2020,2020-12-15,2020-12-27,Danos,20195.86,3029.38,17166.48,17166.48,Pagado,0,12
935,9400,2020,2021-01-22,2021-01-23,Colision,11164.99,1800,9364.99,9364.99,Pagado,0,1
936,9416,2020,2021-03-02,2021-03-13,Colision,47089.7,7063.46,40026.25,40026.24,Pagado,0,3
937,9435,2020,2021-05-17,2021-05-24,Robo Parcial,15984.22,2397.63,13586.59,13586.59,Pagado,0,5
938,9436,2020,2021-04-16,2021-04-22,Colision,21253.74,3188.06,18065.68,18065.67,Pagado,0,4
939,9436,2020,2020-11-30,2020-12-04,Danos,22854.52,3428.18,19426.34,19426.34,Pagado,0,11
940,9441,2020,2020-03-18,2020-03-29,Colision,16378.09,2456.71,13921.38,13921.38,Pagado,0,3
941,9448,2020,2021-07-11,2021-07-24,Colision,12451.62,1867.74,10583.87,10583.88,Pagado,0,7
942,9456,2020,2020-07-21,2020-07-26,Danos,56537.3,8480.59,48056.7,48056.7,Pagado,0,7
943,9458,2020,2021-06-20,2021-06-23,Colision,26409.38,3961.41,22447.97,22447.97,Pagado,0,6
944,9478,2020,2021-01-23,2021-01-28,Colision,8757.86,1800,6957.86,6957.86,Pagado,0,1
945,9490,2020,2021-02-01,2021-02-03,Colision,10521.43,1800,8721.43,8721.43,Pagado,0,2
946,9512,2020,2021-03-16,2021-03-26,Colision,15670.23,2350.53,13319.7,13319.69,Pagado,0,3
947,9544,2020,2021-08-28,2021-09-05,Colision,11284.83,1800,9484.83,9484.83,Pagado,0,8
948,9554,2020,2021-09-13,2021-09-21,Incendio,130406,19560.9,110845.1,110845.1,Pagado,0,9
949,9591,2020,2021-07-01,2021-07-02,Colision,39454.58,5918.19,33536.39,33536.39,Pagado,0,7
950,9607,2020,2021-08-10,2021-08-22,Danos,28364.53,4254.68,24109.85,24109.85,Pagado,0,8
951,9609,2020,2020-05-30,2020-06-03,Colision,10549.58,1800,8749.58,8749.57,Pagado,0,5
952,9620,2020,2020-09-05,2020-09-09,Robo Parcial,35871.57,5380.74,30490.84,30490.840000000004,Pagado,0,9
953,9630,2020,2020-08-27,2020-09-03,Colision,22733.6,3410.04,19323.56,19323.559999999998,Pagado,0,8
954,9640,2020,2020-03-09,2020-03-21,Colision,13774.77,2066.22,11708.56,11708.56,Pagado,0,3
955,9657,2020,2020-10-14,2020-10-25,Danos,33507.29,5026.09,28481.2,28481.21,Pagado,0,10
956,9674,2020,2021-03-09,2021-03-13,Colision,17945.88,2691.88,15253.99,15253.99,Pagado,0,3
957,9675,2020,2021-05-15,2021-05-18,Colision,25285.36,3792.8,21492.55,21492.55,Pagado,0,5
958,9680,2020,2021-02-22,2021-03-03,Colision,4727.26,1800,2927.26,2927.26,Pagado,0,2
959,9680,2020,2020-06-20,2020-06-27,Colision,16641.09,2496.16,14144.93,14144.929999999998,Pagado,0,6
960,9685,2020,2021-09-07,2021-09-07,Colision,40912.73,6136.91,34775.82,34775.81,Pagado,0,9
961,9699,2020,2020-09-16,2020-09-17,Colision,23631.78,3544.77,20087.02,20087.02,Pagado,0,9
962,9716,2020,2020-08-30,2020-09-01,Colision,19311.86,2896.78,16415.08,16415.079999999998,Pagado,0,8
963,9724,2020,2021-08-11,2021-08-11,Colision,13307.22,1996.08,11311.14,11311.15,Pagado,0,8
964,9746,2020,2020-12-30,2021-01-14,Robo Parcial,16685.77,2502.87,14182.9,14182.890000000001,Pagado,0,12
965,9749,2020,2020-10-18,2020-10-22,Colision,27532.98,4129.95,23403.03,23403.03,Pagado,0,10
966,9753,2020,2021-06-07,2021-06-19,Colision,32061.24,4809.19,27252.05,27252.04,Pagado,0,6
967,9760,2020,2020-12-11,2020-12-15,Robo Parcial,8116.45,1800,6316.45,6316.46,Pagado,0,12
968,9764,2020,2021-06-05,2021-06-19,Danos,79965.52,11994.83,67970.69,67970.69,Pagado,0,6
969,9778,2020,2020-05-23,2020-06-07,Colision,35700.87,5355.13,30345.74,30345.739999999998,Pagado,0,5
970,9780,2020,2020-08-15,2020-08-20,Colision,29690.22,4453.53,25236.69,25236.69,Pagado,0,8
971,9782,2020,2020-12-18,2020-12-31,Colision,9630.87,1800,7830.87,7830.87,Pagado,0,12
972,9786,2020,2021-02-19,2021-03-04,Colision,15678.69,2351.8,13326.89,13326.89,Pagado,0,2
973,9815,2020,2021-06-28,2021-07-05,Colision,18279.53,2741.93,15537.6,15537.6,Pagado,0,6
974,9898,2020,2021-06-27,2021-07-04,Colision,19064.77,2859.72,16205.06,0,Rechazado,0,6
975,9916,2020,2021-06-06,2021-06-07,Colision,4574.79,1800,2774.79,2774.79,Pagado,0,6
976,9921,2020,2021-06-21,2021-06-28,Colision,22114.38,3317.16,18797.22,18797.21,Pagado,0,6
977,9939,2020,2020-10-12,2020-10-18,Colision,51447.56,7717.13,43730.43,43730.43,Pagado,0,10
978,9956,2020,2021-02-08,2021-02-15,Colision,9884.16,1800,8084.16,8084.16,Pagado,0,2
979,9966,2020,2020-05-13,2020-05-20,Colision,10422.37,1800,8622.37,8622.37,Pagado,0,5
980,9973,2020,2020-11-09,2020-11-12,Danos,30894.2,4634.13,26260.07,26260.07,Pagado,0,11
981,9978,2020,2020-03-08,2020-03-21,Danos,2939.88,1800,1139.88,1139.8700000000001,Pagado,0,3
982,9980,2020,2021-05-11,2021-05-15,Colision,7481.47,1800,5681.47,5681.46,Pagado,0,5
983,9988,2020,2020-12-05,2020-12-17,Robo Parcial,13159.59,1973.94,11185.65,11185.64,Pagado,0,12
984,10024,2020,2021-04-16,2021-04-26,Colision,25725.21,3858.78,21866.43,21866.43,Pagado,0,4
985,10036,2020,2021-02-16,2021-02-28,Colision,12634.46,1895.17,10739.29,10739.28,Pagado,0,2
986,10047,2020,2021-05-21,2021-05-23,Colision,39139.65,5870.95,33268.7,33268.7,Pagado,0,5
987,10050,2020,2021-01-25,2021-01-31,Danos,6388.91,1800,4588.91,4588.9,Pagado,0,1
988,10057,2020,2021-05-23,2021-05-23,Robo Parcial,3889.18,1800,2089.18,0,Rechazado,0,5
989,10085,2020,2020-06-25,2020-07-07,Colision,26003.32,3900.5,22102.82,22102.82,Pagado,0,6
990,10089,2020,2021-03-20,2021-03-28,Colision,15980.41,2397.06,13583.35,13583.34,Pagado,0,3
991,10109,2020,2021-08-22,2021-08-23,Danos,12383.39,1857.51,10525.88,10525.880000000001,Pagado,0,8
992,10135,2020,2021-07-12,2021-07-14,Colision,22227,3334.05,18892.95,0,Rechazado,0,7
993,10138,2020,2021-07-11,2021-07-12,Colision,34034.02,5105.1,28928.92,28928.920000000002,Pagado,0,7
994,10139,2020,2020-06-18,2020-07-01,Colision,22821.81,3423.27,19398.54,19398.54,Pagado,0,6
995,10144,2020,2021-01-14,2021-01-19,Colision,15931.18,2389.68,13541.51,0,Rechazado,0,1
996,10153,2020,2020-11-24,2020-12-02,Robo Total,123973.42,18596.01,105377.41,105377.4,Pagado,0,11
997,10156,2020,2021-02-15,2021-02-27,Danos,4745.06,1800,2945.06,2945.05,Pagado,0,2
998,10158,2020,2020-12-08,2020-12-14,Colision,15028.21,2254.23,12773.98,12773.96,Pagado,0,12
999,10182,2020,2021-02-19,2021-02-25,Colision,12716.15,1907.42,10808.73,10808.73,Pagado,0,2
1000,10192,2020,2020-11-09,2020-11-09,Danos,12252.07,1837.81,10414.26,10414.26,Pagado,0,11
1001,10193,2020,2020-10-14,2020-10-27,Danos,37081.06,5562.16,31518.9,31518.9,Pagado,0,10
1002,10201,2020,2020-07-02,2020-07-12,Robo Parcial,10069.02,1800,8269.02,8269.02,Pagado,0,7
1003,10222,2020,2020-11-14,2020-11-27,Robo Parcial,16534.75,2480.21,14054.53,14054.529999999999,Pagado,0,11
1004,10228,2020,2021-10-07,2021-10-20,Colision,9555.55,1800,7755.55,7755.54,Pagado,0,10
1005,10230,2020,2021-03-04,2021-03-10,Colision,26937.19,4040.58,22896.61,22896.61,Pagado,0,3
1006,10233,2020,2020-09-04,2020-09-18,Robo Parcial,23004.06,3450.61,19553.45,19553.45,Pagado,0,9
1007,10235,2020,2020-11-09,2020-11-11,Colision,6787.56,1800,4987.56,4987.55,Pagado,0,11
1008,10271,2020,2021-01-15,2021-01-21,Colision,13877.83,2081.67,11796.15,11796.15,Pagado,0,1
1009,10274,2020,2021-07-17,2021-07-29,Colision,25971.8,3895.77,22076.03,22076.03,Pagado,0,7
1010,10285,2020,2021-08-22,2021-08-28,Robo Total,245500,36825,208675,208674.99,Pagado,0,8
1011,10287,2020,2020-10-07,2020-10-09,Incendio,176986,26547.9,150438.1,150438.09,Pagado,0,10
1012,10292,2020,2020-03-11,2020-03-21,Robo Parcial,34608.77,5191.31,29417.45,29417.45,Pagado,0,3
1013,10292,2020,2020-09-08,2020-09-18,Robo Parcial,35642.68,5346.4,30296.28,30296.28,Pagado,0,9
1014,10295,2020,2020-12-15,2020-12-17,Robo Total,115382,17307.3,98074.7,98074.7,Pagado,0,12
1015,10318,2020,2020-07-29,2020-08-05,Colision,30324.91,4548.74,25776.17,0,Rechazado,0,7
1016,10318,2020,2020-05-12,2020-05-21,Danos,39763.39,5964.51,33798.88,0,Rechazado,0,5
1017,10329,2020,2021-02-08,2021-02-09,Robo Parcial,12841.26,1926.19,10915.07,10915.07,Pagado,0,2
1018,10331,2020,2021-01-31,2021-02-02,Colision,36723.3,5508.5,31214.81,31214.81,Pagado,0,1
1019,10363,2020,2020-08-02,2020-08-09,Colision,13283.35,1992.5,11290.84,11290.82,Pagado,0,8
1020,10369,2020,2021-01-19,2021-01-27,Colision,13901.76,2085.26,11816.5,11816.5,Pagado,0,1
1021,10380,2020,2021-02-09,2021-02-12,Colision,8836.15,1800,7036.15,7036.1500000000005,Pagado,0,2
1022,10409,2020,2021-02-11,2021-02-23,Colision,16840.59,2526.09,14314.5,14314.5,Pagado,0,2
1023,10410,2020,2020-12-06,2020-12-18,Colision,23457.89,3518.68,19939.2,19939.2,Pagado,0,12
1024,10412,2020,2021-04-28,2021-05-07,Colision,8057.03,1800,6257.03,6257.03,Pagado,0,4
1025,10417,2020,2021-04-20,2021-04-27,Danos,3500.91,1800,1700.91,1700.91,Pagado,0,4
1026,10425,2020,2021-03-15,2021-03-18,Colision,11584.88,1800,9784.88,9784.880000000001,Pagado,0,3
1027,10429,2020,2020-10-12,2020-10-22,Robo Parcial,7326.12,1800,5526.12,5526.11,Pagado,0,10
1028,10429,2020,2020-07-20,2020-07-21,Colision,23342.63,3501.39,19841.23,19841.23,Pagado,0,7
1029,10432,2020,2021-10-14,2021-10-23,Colision,8027.48,1800,6227.48,6227.4800000000005,Pagado,0,10
1030,10433,2020,2020-07-29,2020-08-02,Danos,36099.57,5414.94,30684.64,30684.629999999997,Pagado,0,7
1031,10444,2020,2020-07-26,2020-07-31,Danos,21543.34,3231.5,18311.83,18311.83,Pagado,0,7
1032,10456,2020,2020-11-25,2020-12-09,Colision,11780.45,1800,9980.45,9980.449999999999,Pagado,0,11
1033,10462,2020,2021-06-23,2021-06-27,Danos,32369.97,4855.5,27514.47,27514.469999999998,Pagado,0,6
1034,10463,2020,2020-04-14,2020-04-16,Colision,18344.48,2751.67,15592.81,15592.810000000001,Pagado,0,4
1035,10476,2020,2020-04-03,2020-04-05,Colision,9733.95,1800,7933.95,7933.950000000001,Pagado,0,4
1036,10495,2020,2020-05-17,2020-05-25,Colision,15200.67,2280.1,12920.57,12920.57,Pagado,0,5
1037,10530,2020,2020-07-11,2020-07-21,Colision,20134.57,3020.19,17114.38,17114.38,Pagado,0,7
1038,10547,2020,2021-04-08,2021-04-21,Colision,15775.48,2366.32,13409.16,13409.16,Pagado,0,4
1039,10564,2020,2021-06-17,2021-06-22,Colision,16713.45,2507.02,14206.44,14206.44,Pagado,0,6
1040,10575,2020,2021-01-21,2021-01-25,Colision,15429.9,2314.48,13115.41,13115.41,Pagado,0,1
1041,10580,2020,2021-03-23,2021-03-28,Colision,13228.25,1984.24,11244.01,11244.01,Pagado,0,3
1042,10589,2020,2020-10-29,2020-11-13,Colision,12542.43,1881.36,10661.06,10661.050000000001,Pagado,0,10
1043,10596,2020,2020-10-10,2020-10-22,Danos,9610.77,1800,7810.77,7810.78,Pagado,0,10
1044,10615,2020,2021-06-03,2021-06-08,Danos,27609.33,4141.4,23467.93,23467.93,Pagado,0,6
1045,10649,2020,2020-04-23,2020-04-27,Colision,65465.35,9819.8,55645.55,55645.549999999996,Pagado,0,4
1046,10654,2020,2021-02-17,2021-03-04,Colision,13078.32,1961.75,11116.58,11116.58,Pagado,0,2
1047,10663,2020,2020-10-30,2020-11-03,Colision,5528.74,1800,3728.74,3728.74,Pagado,0,10
1048,10679,2020,2021-03-01,2021-03-06,Colision,30883.21,4632.48,26250.73,26250.739999999998,Pagado,0,3
1049,10687,2020,2021-04-18,2021-04-18,Danos,45844.51,6876.68,38967.84,38967.85,Pagado,0,4
1050,10692,2020,2021-05-19,2021-05-21,Danos,32201.72,4830.26,27371.46,27371.47,Pagado,0,5
1051,10697,2020,2021-08-22,2021-09-06,Colision,7600.15,1800,5800.15,5800.1500000000005,Pagado,0,8
1052,10708,2020,2020-09-12,2020-09-13,Colision,16959.21,2543.88,14415.33,0,Rechazado,0,9
1053,10715,2020,2021-07-02,2021-07-14,Robo Total,74385,11157.75,63227.25,63227.26,Pagado,0,7
1054,10725,2020,2020-10-09,2020-10-12,Colision,15152.73,2272.91,12879.82,12879.820000000002,Pagado,0,10
1055,10728,2020,2021-01-24,2021-01-28,Colision,9107.21,1800,7307.21,7307.21,Pagado,0,1
1056,10731,2020,2020-08-09,2020-08-10,Colision,34801.56,5220.23,29581.32,29581.31,Pagado,0,8
1057,10735,2020,2021-07-15,2021-07-16,Colision,13300.85,1995.13,11305.72,11305.73,Pagado,0,7
1058,10751,2020,2021-01-05,2021-01-18,Colision,3762.05,1800,1962.05,1962.05,Pagado,0,1
1059,10758,2020,2021-06-12,2021-06-27,Colision,29526.58,4428.99,25097.59,25097.59,Pagado,0,6
1060,10760,2020,2020-09-28,2020-10-08,Colision,99293.2,14893.98,84399.22,84399.20999999999,Pagado,0,9
1061,10777,2020,2020-06-22,2020-06-23,Colision,19562.29,2934.34,16627.95,16627.95,Pagado,0,6
1062,10784,2020,2020-10-30,2020-11-05,Danos,33354.59,5003.19,28351.4,28351.4,Pagado,0,10
1063,10787,2020,2021-02-12,2021-02-20,Colision,30757.46,4613.62,26143.84,26143.84,Pagado,0,2
1064,10792,2020,2020-05-15,2020-05-16,Colision,11139.38,1800,9339.38,9339.38,Pagado,0,5
1065,10823,2020,2020-10-30,2020-11-02,Robo Total,124975,18746.25,106228.75,106228.76,Pagado,0,10
1066,10829,2020,2020-03-04,2020-03-04,Robo Parcial,28122.8,4218.42,23904.38,23904.38,Pagado,0,3
1067,10833,2020,2020-07-12,2020-07-16,Colision,11193.83,1800,9393.83,9393.82,Pagado,0,7
1068,10846,2020,2021-03-09,2021-03-10,Colision,31251.15,4687.67,26563.48,26563.48,Pagado,0,3
1069,10846,2020,2020-10-31,2020-11-02,Colision,29071.52,4360.73,24710.79,24710.79,Pagado,0,10
1070,10851,2020,2021-03-03,2021-03-14,Colision,15133.23,2269.98,12863.25,12863.25,Pagado,0,3
1071,10877,2020,2021-04-10,2021-04-22,Colision,32841.71,4926.26,27915.46,27915.46,Pagado,0,4
1072,10904,2020,2021-08-02,2021-08-05,Colision,34676.06,5201.41,29474.65,29474.640000000003,Pagado,0,8
1073,10912,2020,2020-12-13,2020-12-20,Colision,9264.31,1800,7464.31,7464.31,Pagado,0,12
1074,10938,2020,2021-01-05,2021-01-11,Colision,4903.97,1800,3103.97,3103.9700000000003,Pagado,0,1
1075,10964,2020,2020-09-30,2020-10-05,Colision,24763.66,3714.55,21049.11,21049.11,Pagado,0,9
1076,10974,2020,2021-04-06,2021-04-15,Colision,14664.51,2199.68,12464.83,12464.83,Pagado,0,4
1077,10981,2020,2021-02-22,2021-02-23,Danos,13439.91,2015.99,11423.92,11423.92,Pagado,0,2
1078,10982,2020,2020-10-22,2020-10-24,Colision,50784.99,7617.75,43167.24,43167.23,Pagado,0,10
1079,10993,2020,2020-09-18,2020-09-19,Colision,50334.29,7550.14,42784.15,42784.14,Pagado,0,9
1080,11005,2020,2021-10-02,2021-10-05,Colision,8546.37,1800,6746.37,6746.38,Pagado,0,10
1081,11029,2020,2020-07-04,2020-07-12,Danos,28985.03,4347.76,24637.28,0,Rechazado,0,7
1082,11044,2020,2021-03-03,2021-03-06,Colision,6421.9,1800,4621.9,4621.9,Pagado,0,3
1083,11044,2020,2021-07-31,2021-08-01,Colision,13861.42,2079.21,11782.21,11782.2,Pagado,0,7
1084,11051,2020,2020-06-25,2020-07-03,Danos,63022.64,9453.4,53569.24,53569.24,Pagado,0,6
1085,11053,2020,2020-08-29,2020-08-31,Danos,32369.23,4855.38,27513.85,27513.85,Pagado,0,8
1086,11071,2020,2021-04-30,2021-05-03,Danos,12972,1945.8,11026.2,11026.210000000001,Pagado,0,4
1087,11074,2020,2021-10-10,2021-10-20,Colision,23912.44,3586.87,20325.58,20325.57,Pagado,0,10
1088,11084,2020,2021-05-27,2021-06-10,Colision,14139.48,2120.92,12018.56,12018.56,Pagado,0,5
1089,11100,2020,2020-12-12,2020-12-27,Colision,31641.02,4746.15,26894.87,26894.86,Pagado,0,12
1090,11108,2020,2020-09-26,2020-09-30,Colision,8273.15,1800,6473.15,6473.15,Pagado,0,9
1091,11109,2020,2021-02-17,2021-02-17,Colision,9268.82,1800,7468.82,7468.82,Pagado,0,2
1092,11110,2020,2021-11-11,2021-11-17,Colision,28314.97,4247.25,24067.72,24067.71,Pagado,0,11
1093,11116,2020,2020-09-27,2020-09-27,Colision,19762.61,2964.39,16798.22,16798.22,Pagado,0,9
1094,11153,2020,2021-08-28,2021-08-29,Colision,6470.04,1800,4670.04,4670.04,Pagado,0,8
1095,11167,2020,2021-01-13,2021-01-25,Robo Parcial,15672.75,2350.91,13321.84,13321.849999999999,Pagado,0,1
1096,11170,2020,2021-01-18,2021-01-25,Danos,9007.59,1800,7207.59,7207.59,Pagado,0,1
1097,11189,2020,2021-04-23,2021-04-28,Colision,25724.74,3858.71,21866.03,21866.04,Pagado,0,4
1098,11202,2020,2020-08-25,2020-09-02,Colision,40576.04,6086.41,34489.63,34489.64,Pagado,0,8
1099,11238,2020,2020-10-11,2020-10-23,Colision,51927.86,7789.18,44138.68,44138.69,Pagado,0,10
1100,11247,2020,2020-11-15,2020-11-22,Colision,28425.58,4263.84,24161.74,24161.739999999998,Pagado,0,11
1101,11250,2020,2021-11-15,2021-11-16,Colision,15254.88,2288.23,12966.65,12966.65,Pagado,0,11
1102,11251,2020,2020-03-22,2020-03-23,Colision,13243.19,1986.48,11256.71,11256.71,Pagado,0,3
1103,11255,2020,2020-10-19,2020-10-20,Colision,24474.19,3671.13,20803.06,20803.06,Pagado,0,10
1104,11276,2020,2020-12-01,2020-12-10,Incendio,167508.73,25126.31,142382.42,142382.41999999998,Pagado,0,12
1105,11280,2020,2020-07-21,2020-07-27,Colision,69673.93,10451.09,59222.84,59222.84,Pagado,0,7
1106,11289,2020,2020-05-10,2020-05-19,Colision,24344.82,3651.72,20693.09,20693.09,Pagado,0,5
1107,11290,2020,2020-09-30,2020-10-02,Colision,11078.68,1800,9278.68,9278.68,Pagado,0,9
1108,11297,2020,2021-05-27,2021-05-31,Danos,34594.44,5189.17,29405.27,29405.27,Pagado,0,5
1109,11315,2020,2020-04-27,2020-05-08,Colision,40135.7,6020.35,34115.34,34115.34,Pagado,0,4
1110,11319,2020,2021-01-01,2021-01-13,Robo Parcial,9165.73,1800,7365.73,7365.74,Pagado,0,1
1111,11319,2020,2021-02-27,2021-03-13,Danos,18851.23,2827.68,16023.55,16023.550000000001,Pagado,0,2
1112,11330,2020,2020-12-29,2021-01-02,Colision,3680.76,1800,1880.76,1880.75,Pagado,0,12
1113,11347,2020,2021-02-18,2021-02-22,Colision,4981.3,1800,3181.3,3181.3,Pagado,0,2
1114,11349,2020,2020-11-12,2020-11-15,Robo Parcial,29817.29,4472.59,25344.69,25344.69,Pagado,0,11
1115,11352,2020,2021-03-22,2021-04-05,Colision,1795.09,1800,0,0,Pagado,0,3
1116,11354,2020,2020-08-25,2020-09-05,Robo Total,185298,27794.7,157503.3,157503.31,Pagado,0,8
1117,11420,2020,2020-10-18,2020-10-24,Robo Total,127153,19072.95,108080.05,108080.04000000001,Pagado,0,10
1118,11437,2020,2020-10-12,2020-10-20,Colision,13655.39,2048.31,11607.08,11607.08,Pagado,0,10
1119,11437,2020,2021-01-27,2021-02-04,Colision,20125.12,3018.77,17106.35,17106.36,Pagado,0,1
1120,11440,2020,2021-04-17,2021-04-30,Colision,3357.83,1800,1557.83,1557.83,Pagado,0,4
1121,11444,2020,2021-05-18,2021-06-01,Colision,5922.07,1800,4122.07,4122.07,Pagado,0,5
1122,11453,2020,2021-09-07,2021-09-17,Danos,7583.44,1800,5783.44,0,Rechazado,0,9
1123,11462,2020,2020-12-09,2020-12-16,Danos,15806.64,2371,13435.64,13435.640000000001,Pagado,0,12
1124,11462,2020,2020-07-27,2020-08-07,Colision,54977.3,8246.6,46730.71,46730.72,Pagado,0,7
1125,11463,2020,2021-05-19,2021-05-29,Danos,28514.51,4277.18,24237.34,24237.34,Pagado,0,5
1126,11465,2020,2020-12-02,2020-12-13,Robo Parcial,10184.28,1800,8384.28,8384.28,Pagado,0,12
1127,11486,2020,2020-09-17,2020-09-27,Colision,39546.92,5932.04,33614.88,33614.88,Pagado,0,9
1128,11509,2020,2021-04-01,2021-04-15,Colision,6937.22,1800,5137.22,5137.22,Pagado,0,4
1129,11518,2020,2020-09-20,2020-09-24,Danos,5861.76,1800,4061.76,4061.75,Pagado,0,9
1130,11545,2020,2020-11-27,2020-11-30,Colision,20300.16,3045.02,17255.13,17255.13,Pagado,0,11
1131,11546,2020,2021-03-26,2021-03-29,Danos,19164.18,2874.63,16289.55,16289.550000000001,Pagado,0,3
1132,11548,2020,2020-07-08,2020-07-10,Colision,46713.91,7007.09,39706.83,39706.840000000004,Pagado,0,7
1133,11581,2020,2021-01-26,2021-02-10,Danos,36174.6,5426.19,30748.41,30748.399999999998,Pagado,0,1
