poliza_id,anio_suscripcion,numero_renovacion,poliza_original_id,poliza_status,edad_conductor,experiencia_anos,score_crediticio,genero,estado,codigo_postal,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,ano_vehiculo,canal_venta,fecha_inicio,fecha_vencimiento,exposicion,suma_asegurada,prima_neta
9027,2020,0,NA,Vigente,30,7,532,M,Puebla,73455,Chevrolet,Aveo,Sedan,2011,Agente,2020-12-05,2021-12-05,1,119969,2243.2310963178566
9028,2020,0,NA,Vigente,33,15,707,F,Jalisco,49404,Volkswagen,Vento,Sedan,2009,Directo,2020-08-19,2021-08-19,1,121120,2601.0392825356103
9029,2020,0,NA,No Renovada,37,19,638,M,Coahuila,30952,Honda,Civic,Sedan,2013,Banco,2020-12-05,2021-12-05,1,203329,2239.908429086717
9030,2020,0,NA,No Renovada,19,1,646,F,Coahuila,34753,Mazda,Mazda3,Sedan,2004,Digital,2020-01-11,2021-01-11,1,91440,2656.64762900152
9031,2020,0,NA,Vigente,28,10,695,M,Sonora,92757,Nissan,March,Hatchback,2011,Directo,2020-10-18,2021-10-18,1,107803,2004.5695975022402
9032,2020,0,NA,No Renovada,28,10,648,F,Michoacan,58562,Volkswagen,Polo,Hatchback,2013,Banco,2020-09-23,2021-09-23,1,122179,2040.1097123745783
9033,2020,0,NA,Vigente,28,9,570,M,Estado de Mexico,56555,Volkswagen,Jetta,Sedan,2014,Agente,2020-08-30,2021-08-30,1,194204,3339.1084779075513
9034,2020,0,NA,Vigente,38,19,685,F,Coahuila,28905,Nissan,Versa,Sedan,2016,Digital,2020-01-11,2021-01-11,1,212571,2261.749315569086
9035,2020,0,NA,Vigente,27,5,566,M,Guanajuato,38131,Nissan,Versa,Sedan,2010,Directo,2020-03-15,2021-03-15,1,127277,2262.996878541815
9036,2020,0,NA,Vigente,23,4,701,F,Coahuila,34371,Toyota,Yaris,Hatchback,2016,Directo,2020-08-02,2021-08-02,1,226495,2809.6659885368063
9037,2020,0,NA,Vigente,28,6,718,M,Jalisco,47617,Nissan,Sentra,Sedan,2011,Banco,2020-12-05,2021-12-05,1,141161,2663.4524176447744
9038,2020,0,NA,Vigente,46,28,627,M,Coahuila,31997,Ford,Fiesta,Hatchback,2015,Agente,2020-11-26,2021-11-26,1,112913,1833.8715026935745
9039,2020,0,NA,Vigente,46,28,540,M,Estado de Mexico,58984,Toyota,Corolla,Sedan,2015,Agente,2020-09-25,2021-09-25,1,208943,3083.3015332639256
9040,2020,0,NA,Vigente,31,13,688,M,Estado de Mexico,51288,Volkswagen,Vento,Sedan,2009,Directo,2020-06-21,2021-06-21,1,131052,3110.6438834076584
9041,2020,0,NA,Vigente,46,27,700,M,Ciudad de Mexico,04580,Volkswagen,Jetta,Sedan,2014,Agente,2020-12-15,2021-12-15,1,218755,3114.984501090205
9042,2020,0,NA,Vigente,38,20,545,M,Jalisco,49278,Volkswagen,Vento,Sedan,2008,Agente,2020-11-27,2021-11-27,1,110279,2333.5007734973747
9043,2020,0,NA,Vigente,36,18,709,M,Coahuila,34661,Chevrolet,Equinox,SUV,2018,Agente,2020-11-26,2021-11-26,1,339031,3067.2457486570725
9044,2020,0,NA,Vigente,31,13,596,F,Coahuila,33277,Volkswagen,Vento,Sedan,2014,Directo,2020-11-18,2021-11-18,1,199854,2454.85020157762
9045,2020,0,NA,Vigente,38,17,519,F,Jalisco,50224,Toyota,Corolla,Sedan,2006,Agente,2020-12-23,2021-12-23,1,163740,2484.410362243437
9046,2020,0,NA,No Renovada,23,4,571,F,Chihuahua,33139,Toyota,Yaris,Hatchback,2012,Banco,2020-06-24,2021-06-24,1,147911,2580.6103544713674
9047,2020,0,NA,Vigente,39,19,NA,M,Guanajuato,39566,Chevrolet,Aveo,Sedan,2010,Directo,2020-07-29,2021-07-29,1,94053,1974.5323292545563
9048,2020,0,NA,Vigente,44,26,612,M,Coahuila,26812,Kia,Rio,Sedan,2011,Directo,2020-01-30,2021-01-30,1,78737,1935.1768868825714
9049,2020,0,NA,Vigente,28,10,602,F,Estado de Mexico,55636,Kia,Rio,Sedan,2011,Banco,2020-09-25,2021-09-25,1,109928,3032.235725022273
9050,2020,0,NA,No Renovada,33,15,562,F,Baja California,22228,Chevrolet,Aveo,Sedan,2010,Directo,2020-07-05,2021-07-05,1,113780,2226.394116635452
9051,2020,0,NA,Vigente,35,16,632,M,Michoacan,58287,Nissan,March,Hatchback,2014,Banco,2020-04-21,2021-04-21,1,125818,1862.7582281466075
9052,2020,0,NA,Vigente,25,7,715,M,Coahuila,26237,Volkswagen,Jetta,Sedan,2013,Directo,2020-02-16,2021-02-16,1,202566,2461.913143771412
9053,2020,0,NA,Vigente,37,19,698,F,Ciudad de Mexico,07099,Volkswagen,Jetta,Sedan,2017,Agente,2020-05-05,2021-05-05,1,226225,3139.0556821710816
9054,2020,0,NA,No Renovada,28,10,521,M,Estado de Mexico,59238,Chevrolet,Equinox,SUV,2016,Banco,2020-06-08,2021-06-08,1,271298,4332.662904527364
9055,2020,0,NA,Vigente,25,1,717,M,Coahuila,31993,Mazda,Mazda3,Sedan,2012,Digital,2020-05-08,2021-05-08,1,151679,2328.2629873676156
9056,2020,0,NA,Vigente,32,14,625,F,Veracruz,91311,Toyota,Corolla,Sedan,2016,Directo,2020-07-12,2021-07-12,1,276006,2651.5628137382832
9057,2020,0,NA,Vigente,34,16,686,F,Sonora,85042,Nissan,Versa,Sedan,2015,Banco,2020-02-13,2021-02-13,1,184074,2413.638041593425
9058,2020,0,NA,Vigente,40,22,638,M,Estado de Mexico,50099,Toyota,Yaris,Hatchback,2007,Banco,2020-12-02,2021-12-02,1,150665,2624.084845775307
9059,2020,0,NA,Vigente,37,19,617,F,Coahuila,32787,Chevrolet,Aveo,Sedan,2010,Directo,2020-08-02,2021-08-02,1,87451,1957.6916365216784
9060,2020,0,NA,Vigente,27,9,710,M,Nuevo Leon,68264,Honda,City,Sedan,2017,Agente,2020-04-30,2021-04-30,1,183832,2794.0050476619435
9061,2020,0,NA,Vigente,32,12,691,F,Tamaulipas,94679,Toyota,Corolla,Sedan,2007,Directo,2020-12-12,2021-12-12,1,160648,2352.022614267616
9062,2020,0,NA,Vigente,42,21,754,M,Tamaulipas,95069,Volkswagen,Jetta,Sedan,2017,Directo,2020-09-22,2021-09-22,1,331747,2540.119919345481
9063,2020,0,NA,No Renovada,35,17,720,F,Coahuila,28438,Honda,City,Sedan,2014,Digital,2020-04-22,2021-04-22,1,201103,2234.639715744293
9064,2020,0,NA,Vigente,46,28,693,F,Coahuila,30530,Nissan,Versa,Sedan,2017,Agente,2020-07-06,2021-07-06,1,195663,2221.7495396707495
9065,2020,0,NA,Vigente,25,7,653,F,Sonora,90066,Chevrolet,Equinox,SUV,2014,Agente,2020-08-03,2021-08-03,1,188585,2909.4287547401996
9066,2020,0,NA,Vigente,30,12,630,F,Estado de Mexico,50930,Toyota,Corolla,Sedan,2012,Directo,2020-09-15,2021-09-15,1,168823,3248.0728449495577
9067,2020,0,NA,No Renovada,48,30,NA,M,Michoacan,58078,Nissan,Versa,Sedan,2013,Agente,2020-08-01,2021-08-01,1,180009,2184.5332293446313
9068,2020,0,NA,Vigente,18,NA,625,F,Michoacan,59889,Toyota,Corolla,Sedan,2013,Agente,2020-03-16,2021-03-16,1,215007,3061.1215746695902
9069,2020,0,NA,Vigente,45,25,630,M,Chihuahua,32654,Mazda,Mazda3,Sedan,2013,Digital,2020-04-12,2021-04-12,1,153325,2120.5740316714946
9070,2020,0,NA,No Renovada,31,13,590,M,Estado de Mexico,54113,Honda,Civic,Sedan,2012,Directo,2020-06-16,2021-06-16,1,193263,3335.7474666694743
9071,2020,0,NA,Vigente,45,27,549,M,Coahuila,33801,Ford,Fiesta,Hatchback,2015,Agente,2020-09-28,2021-09-28,1,122126,1854.526852680315
9072,2020,0,NA,Vigente,35,17,NA,F,Coahuila,31607,Nissan,Sentra,Sedan,2006,Digital,2020-09-01,2021-09-01,1,99799,1989.0605268488302
9073,2020,0,NA,Vigente,39,21,NA,F,Michoacan,64491,Chevrolet,Aveo,Sedan,2010,Directo,2020-08-06,2021-08-06,1,85122,1951.7083900916189
9074,2020,0,NA,Vigente,32,14,656,M,Chihuahua,40253,Volkswagen,Jetta,Sedan,2012,Directo,2020-05-18,2021-05-18,1,210093,2481.4882938299907
9075,2020,0,NA,Vigente,26,7,691,F,Estado de Mexico,50478,Honda,Civic,Sedan,2011,Banco,2020-02-06,2021-02-06,1,192763,3333.9611940510813
9076,2020,0,NA,Vigente,28,7,662,M,Coahuila,30085,Nissan,Versa,Sedan,2013,Directo,2020-08-12,2021-08-12,1,179881,2402.6509020861163
9077,2020,0,NA,No Renovada,47,27,695,F,Jalisco,51979,Volkswagen,Jetta,Sedan,2009,Banco,2020-02-03,2021-02-03,1,186219,2546.5815359954395
9078,2020,0,NA,Vigente,30,12,715,M,Coahuila,28314,Chevrolet,Aveo,Sedan,2009,Directo,2020-08-13,2021-08-13,1,97136,2180.5753778862286
9079,2020,0,NA,No Renovada,26,8,684,F,Tamaulipas,95352,Chevrolet,Equinox,SUV,2015,Directo,2020-01-03,2021-01-03,1,299726,3253.574415090809
9080,2020,0,NA,Vigente,43,23,599,F,Veracruz,97136,Honda,Civic,Sedan,2011,Agente,2020-03-06,2021-03-06,1,206789,2248.09144978688
9081,2020,0,NA,Vigente,41,18,603,F,Sonora,85071,Mazda,Mazda3,Sedan,2013,Digital,2020-06-22,2021-06-22,1,120692,2041.0835614553787
9082,2020,0,NA,Vigente,47,27,620,M,Coahuila,29163,Nissan,Versa,Sedan,2011,Banco,2020-04-27,2021-04-27,1,119463,2038.0527839655997
9083,2020,0,NA,Vigente,57,39,604,M,Guanajuato,39744,Toyota,Yaris,Hatchback,2013,Agente,2020-10-25,2021-10-25,1,181156,2380.69867219454
9084,2020,0,NA,No Renovada,30,12,613,F,Sonora,89136,Volkswagen,Jetta,Sedan,2014,Banco,2020-07-18,2021-07-18,1,255932,2599.9782185459753
9085,2020,0,NA,Vigente,42,24,620,M,Coahuila,34776,Seat,Ibiza,Hatchback,2012,Agente,2020-12-08,2021-12-08,1,112457,1832.8445428820178
9086,2020,0,NA,Vigente,34,15,639,F,Sonora,92568,Nissan,Versa,Sedan,2013,Agente,2020-08-23,2021-08-23,1,153669,2333.543930259593
9087,2020,0,NA,Vigente,39,21,NA,M,Jalisco,51953,Honda,City,Sedan,2011,Agente,2020-03-20,2021-03-20,1,146176,2435.3999433521594
9088,2020,0,NA,Vigente,38,20,754,F,Coahuila,27141,Nissan,Sentra,Sedan,2012,Digital,2020-08-12,2021-08-12,1,201489,2235.5535754474154
9089,2020,0,NA,Vigente,33,14,630,F,Veracruz,92899,Volkswagen,Jetta,Sedan,2013,Banco,2020-07-22,2021-07-22,1,231741,2537.585581116363
9090,2020,0,NA,Vigente,33,15,748,M,Puebla,73815,Toyota,Corolla,Sedan,2010,Banco,2020-03-07,2021-03-07,1,197676,2449.173967486533
9091,2020,0,NA,No Renovada,30,12,718,F,Jalisco,52602,Chevrolet,Equinox,SUV,2008,Banco,2020-11-23,2021-11-23,1,132873,3164.103629795102
9092,2020,0,NA,No Renovada,38,20,620,M,Coahuila,27372,Chevrolet,Aveo,Sedan,2006,Agente,2020-03-18,2021-03-18,1,73264,1920.837249222872
9093,2020,0,NA,Vigente,33,15,677,F,Coahuila,34102,Nissan,Sentra,Sedan,2012,Directo,2020-12-08,2021-12-08,1,154826,2336.611810200194
9094,2020,0,NA,Vigente,40,21,607,F,Coahuila,34137,Honda,Civic,Sedan,2007,Agente,2020-04-23,2021-04-23,1,178719,2181.4573689010003
9095,2020,0,NA,No Renovada,44,26,619,M,Estado de Mexico,59535,Honda,Civic,Sedan,2016,Directo,2020-08-01,2021-08-01,1,267951,3272.867651627843
9096,2020,0,NA,Vigente,37,18,622,M,Veracruz,96395,Ford,EcoSport,SUV,2014,Banco,2020-01-22,2021-01-22,1,197570,2670.5150308116945
9097,2020,0,NA,Vigente,31,13,704,F,Jalisco,45277,Ford,Fiesta,Hatchback,2015,Agente,2020-06-07,2021-06-07,1,105516,2314.479022133748
9098,2020,0,NA,Vigente,31,13,652,M,Michoacan,58590,Chevrolet,Aveo,Sedan,2012,Agente,2020-08-10,2021-08-10,1,104799,2201.778287469955
9099,2020,0,NA,Vigente,20,2,656,F,Estado de Mexico,55976,Nissan,Versa,Sedan,2016,Banco,2020-12-04,2021-12-04,1,224810,4231.573804012673
9100,2020,0,NA,Vigente,24,5,618,M,Coahuila,29715,Chevrolet,Equinox,SUV,2014,Digital,2020-02-16,2021-02-16,1,199877,3614.0467227541053
9101,2020,0,NA,No Renovada,37,19,683,M,Ciudad de Mexico,09769,Nissan,Versa,Sedan,2012,Digital,2020-08-17,2021-08-17,1,168186,2950.7061464523813
9102,2020,0,NA,Vigente,32,14,660,M,Nuevo Leon,73716,Volkswagen,Vento,Sedan,2003,Agente,2020-11-17,2021-11-17,1,96821,2523.862443922961
9103,2020,0,NA,Vigente,22,3,637,F,Chihuahua,36130,Mazda,Mazda3,Sedan,2009,Agente,2020-09-20,2021-09-20,1,107649,2711.8004875169872
9104,2020,0,NA,Vigente,31,13,NA,M,Sonora,92220,Ford,EcoSport,SUV,2013,Agente,2020-11-29,2021-11-29,1,161665,2824.5843515244446
9105,2020,0,NA,Vigente,35,16,694,M,Michoacan,59626,Nissan,March,Hatchback,2011,Agente,2020-05-23,2021-05-23,1,118486,1846.3865124049232
9106,2020,0,NA,Vigente,42,24,733,F,Jalisco,45502,Nissan,Versa,Sedan,2015,Directo,2020-04-15,2021-04-15,1,186090,2546.2262370780954
9107,2020,0,NA,Vigente,38,19,693,F,Nuevo Leon,72095,Toyota,Yaris,Hatchback,2015,Directo,2020-03-19,2021-03-19,1,200262,2344.8269416240582
9108,2020,0,NA,No Renovada,36,18,629,M,Coahuila,33451,Mazda,Mazda3,Sedan,2010,Banco,2020-11-30,2021-11-30,1,118011,2034.4678716151507
9109,2020,0,NA,No Renovada,38,18,635,F,Coahuila,28599,Ford,Fiesta,Hatchback,2010,Agente,2020-04-09,2021-04-09,1,91490,1785.0471920613238
9110,2020,0,NA,Vigente,44,26,636,M,Guanajuato,41181,Seat,Ibiza,Hatchback,2014,Agente,2020-09-20,2021-09-20,1,112696,1833.382853507968
9111,2020,0,NA,Vigente,40,22,700,F,Guanajuato,39322,Toyota,Corolla,Sedan,2010,Directo,2020-11-23,2021-11-23,1,222988,2286.3064118742986
9112,2020,0,NA,Vigente,38,16,698,F,Baja California,23858,Toyota,Yaris,Hatchback,2016,Directo,2020-10-31,2021-10-31,1,205987,2037.3654214952091
9113,2020,0,NA,Vigente,28,9,614,M,Jalisco,44243,Honda,City,Sedan,2011,Agente,2020-09-11,2021-09-11,1,141897,2665.728280134756
9114,2020,0,NA,No Renovada,26,8,679,F,Tamaulipas,87475,Nissan,Versa,Sedan,2013,Agente,2020-02-15,2021-02-15,1,130579,2271.8906152348836
9115,2020,0,NA,Vigente,31,11,590,M,Jalisco,44569,Nissan,Versa,Sedan,2013,Banco,2020-07-28,2021-07-28,1,168680,2747.9332279754794
9116,2020,0,NA,Vigente,31,12,643,F,Coahuila,29191,Toyota,Corolla,Sedan,2011,Directo,2020-07-29,2021-07-29,1,209443,2479.7994123872486
9117,2020,0,NA,Vigente,42,24,661,F,Coahuila,27202,Seat,Ibiza,Hatchback,2013,Banco,2020-09-21,2021-09-21,1,137321,1888.25789582208
9118,2020,0,NA,Vigente,35,17,661,M,Veracruz,98167,Hyundai,Accent,Sedan,2011,Agente,2020-08-03,2021-08-03,1,93721,1973.6894057506631
9119,2020,0,NA,Vigente,30,12,710,M,Coahuila,25777,Seat,Ibiza,Hatchback,2011,Agente,2020-08-11,2021-08-11,1,137778,2078.1934475467283
9120,2020,0,NA,No Renovada,26,7,618,F,Jalisco,45759,Toyota,Corolla,Sedan,2014,Banco,2020-11-19,2021-11-19,1,205014,2858.012966749067
9121,2020,0,NA,Vigente,32,14,703,F,Ciudad de Mexico,07242,Seat,Ibiza,Hatchback,2012,Agente,2020-08-25,2021-08-25,1,104094,2730.4323006659797
9122,2020,0,NA,Vigente,29,11,625,M,Coahuila,29495,Seat,Ibiza,Hatchback,2015,Agente,2020-12-02,2021-12-02,1,131130,2062.0159562687236
9123,2020,0,NA,Vigente,32,14,NA,F,Puebla,76573,Toyota,Yaris,Hatchback,2013,Banco,2020-05-26,2021-05-26,1,173012,2162.9159451778614
9124,2020,0,NA,Vigente,29,11,687,M,Coahuila,29188,Hyundai,Accent,Sedan,2010,Directo,2020-07-03,2021-07-03,1,96238,2178.077120907508
9125,2020,0,NA,No Renovada,33,15,583,M,Nuevo Leon,72782,Seat,Ibiza,Hatchback,2012,Directo,2020-08-31,2021-08-31,1,105525,2314.5050340553994
9126,2020,0,NA,Vigente,23,3,719,M,Coahuila,25358,Seat,Ibiza,Hatchback,2013,Agente,2020-03-15,2021-03-15,1,123885,2508.90971990934
9127,2020,0,NA,No Renovada,37,18,655,F,Coahuila,25409,Hyundai,Accent,Sedan,2017,Banco,2020-04-18,2021-04-18,1,187663,2202.754313947381
9128,2020,0,NA,Vigente,29,11,567,M,Coahuila,28687,Chevrolet,Aveo,Sedan,2012,Digital,2020-10-30,2021-10-30,1,124144,2254.5374981971995
9129,2020,0,NA,Vigente,32,14,742,F,Coahuila,25246,Mazda,Mazda3,Sedan,2013,Directo,2020-01-26,2021-01-26,1,165829,2365.701296291537
9130,2020,0,NA,Vigente,46,28,694,F,Michoacan,62189,Ford,EcoSport,SUV,2012,Agente,2020-12-23,2021-12-23,1,218437,2729.6703800645178
9131,2020,0,NA,Vigente,25,7,671,M,Baja California,21160,Honda,Civic,Sedan,2008,Directo,2020-01-05,2021-01-05,1,154592,2335.991486169011
9132,2020,0,NA,Vigente,36,18,623,M,Coahuila,32698,Volkswagen,Vento,Sedan,2008,Digital,2020-03-18,2021-03-18,1,106459,2005.7690609894632
9133,2020,0,NA,Vigente,35,17,666,M,Coahuila,29630,Mazda,Mazda3,Sedan,2011,Banco,2020-12-03,2021-12-03,1,128327,2059.8430686822007
9134,2020,0,NA,Vigente,35,14,685,M,Sonora,86156,Volkswagen,Jetta,Sedan,2016,Directo,2020-10-06,2021-10-06,1,276449,2411.5450180319076
9135,2020,0,NA,No Renovada,44,26,712,F,Coahuila,30896,Toyota,Corolla,Sedan,2013,Banco,2020-07-16,2021-07-16,1,238578,2322.952588134515
9136,2020,0,NA,Vigente,39,21,NA,M,Puebla,80869,Toyota,Corolla,Sedan,2016,Agente,2020-06-02,2021-06-02,1,267980,2391.778701942075
9137,2020,0,NA,Vigente,38,19,754,F,Jalisco,49293,Kia,Rio,Sedan,2014,Banco,2020-10-15,2021-10-15,1,132956,2398.1891035249914
9138,2020,0,NA,Vigente,25,7,695,M,Estado de Mexico,52921,Hyundai,Accent,Sedan,2009,Agente,2020-12-21,2021-12-21,1,110072,3032.7753850219565
9139,2020,0,NA,Vigente,30,12,552,M,Ciudad de Mexico,01987,Volkswagen,Jetta,Sedan,2014,Directo,2020-08-11,2021-08-11,1,211354,3400.2032553599506
9140,2020,0,NA,Vigente,31,13,685,F,Puebla,74032,Toyota,Corolla,Sedan,2011,Directo,2020-05-07,2021-05-07,1,156575,2341.2460214847456
9141,2020,0,NA,Vigente,32,14,689,F,Coahuila,26800,Mazda,Mazda3,Sedan,2005,Directo,2020-01-07,2021-01-07,1,109618,2215.015383876478
9142,2020,0,NA,Vigente,37,19,641,M,Coahuila,26099,Volkswagen,Polo,Hatchback,2009,Agente,2020-09-22,2021-09-22,1,104372,1814.5553145823992
9143,2020,0,NA,Vigente,18,0,745,M,Estado de Mexico,50097,Kia,Rio,Sedan,2011,Digital,2020-09-28,2021-09-28,1,116299,3750.5920680096533
9144,2020,0,NA,Vigente,30,9,675,F,Ciudad de Mexico,10809,Chevrolet,Aveo,Sedan,2015,Banco,2020-02-22,2021-02-22,1,105074,3013.9960470109572
9145,2020,0,NA,No Renovada,35,17,676,M,Puebla,79964,Nissan,Sentra,Sedan,2014,Agente,2020-08-09,2021-08-09,1,146449,2103.9608545392034
9146,2020,0,NA,Vigente,31,13,716,F,Coahuila,31668,Toyota,Yaris,Hatchback,2013,Banco,2020-06-19,2021-06-19,1,186221,2194.338042779448
9147,2020,0,NA,Vigente,24,4,534,M,Chihuahua,35035,Nissan,Versa,Sedan,2015,Agente,2020-03-10,2021-03-10,1,159883,2884.0910710434723
9148,2020,0,NA,Vigente,27,7,754,F,Michoacan,61350,Toyota,Yaris,Hatchback,2010,Agente,2020-01-07,2021-01-07,1,158304,2127.730883831386
9149,2020,0,NA,No Renovada,39,18,655,M,Nuevo Leon,66823,Ford,EcoSport,SUV,2007,Banco,2020-04-27,2021-04-27,1,137153,2890.95108420321
9150,2020,0,NA,Vigente,23,2,703,M,Sonora,84149,Nissan,Sentra,Sedan,2014,Agente,2020-03-22,2021-03-22,1,180711,2951.378720449396
9151,2020,0,NA,Vigente,31,13,705,M,Puebla,75322,Volkswagen,Polo,Hatchback,2012,Banco,2020-01-31,2021-01-31,1,153023,2115.0387436149736
9152,2020,0,NA,Vigente,39,21,645,M,Ciudad de Mexico,06735,Kia,Rio,Sedan,2008,Directo,2020-09-28,2021-09-28,1,77067,2642.1735850666937
9153,2020,0,NA,Vigente,33,15,552,M,Ciudad de Mexico,01757,Seat,Ibiza,Hatchback,2013,Agente,2020-12-27,2021-12-27,1,147506,2876.0681137257598
9154,2020,0,NA,Vigente,33,15,584,M,Puebla,78487,Toyota,Yaris,Hatchback,2010,Digital,2020-09-30,2021-09-30,1,166366,2147.045130405336
9155,2020,0,NA,Vigente,37,19,652,M,Baja California,22673,Toyota,Corolla,Sedan,2011,Directo,2020-03-02,2021-03-02,1,229343,2301.259031168455
9156,2020,0,NA,Vigente,30,11,661,F,Chihuahua,32093,Chevrolet,Aveo,Sedan,2008,Agente,2020-05-25,2021-05-25,1,94904,2174.3602634755734
9157,2020,0,NA,No Renovada,30,12,582,M,Baja California,23885,Kia,Rio,Sedan,2009,Agente,2020-11-28,2021-11-28,1,83575,2142.4929368308062
9158,2020,0,NA,Vigente,42,24,637,M,Coahuila,29119,Honda,City,Sedan,2015,Banco,2020-07-25,2021-07-25,1,157116,2129.707870456809
9159,2020,0,NA,No Renovada,49,27,637,F,Sonora,91777,Volkswagen,Jetta,Sedan,2012,Agente,2020-04-17,2021-04-17,1,207865,2250.6346690789333
9160,2020,0,NA,Vigente,33,15,557,M,Estado de Mexico,53337,Volkswagen,Jetta,Sedan,2016,Agente,2020-05-03,2021-05-03,1,306424,3735.0615940111584
9161,2020,0,NA,Vigente,30,11,617,F,Estado de Mexico,50851,Nissan,Sentra,Sedan,2015,Banco,2020-11-01,2021-11-01,1,189006,3320.5300638554995
9162,2020,0,NA,Vigente,19,1,577,M,Estado de Mexico,59251,Volkswagen,Jetta,Sedan,2014,Agente,2020-10-03,2021-10-03,1,259113,4380.216302442456
9163,2020,0,NA,No Renovada,31,13,NA,F,Puebla,72346,Honda,City,Sedan,2015,Digital,2020-04-30,2021-04-30,1,212212,2486.992089909094
9164,2020,0,NA,No Renovada,41,21,646,F,Puebla,78520,Chevrolet,Aveo,Sedan,2011,Digital,2020-01-20,2021-01-20,1,89168,1962.0879602766986
9165,2020,0,NA,No Renovada,29,11,626,F,Nuevo Leon,68365,Toyota,Yaris,Hatchback,2010,Agente,2020-03-23,2021-03-23,1,128779,2380.9520560594065
9166,2020,0,NA,Vigente,43,22,643,F,Coahuila,31363,Hyundai,Accent,Sedan,2012,Banco,2020-04-18,2021-04-18,1,105932,2004.4516256343372
9167,2020,0,NA,Vigente,26,6,700,M,Coahuila,26062,Seat,Ibiza,Hatchback,2011,Agente,2020-01-23,2021-01-23,1,101809,1989.5953565018012
9168,2020,0,NA,Vigente,24,6,621,M,Baja California,30698,Volkswagen,Vento,Sedan,2010,Agente,2020-06-09,2021-06-09,1,146237,2839.6543064857838
9169,2020,0,NA,Vigente,22,4,663,F,Coahuila,31601,Chevrolet,Equinox,SUV,2013,Agente,2020-04-16,2021-04-16,1,223061,3702.694947999788
9170,2020,0,NA,Vigente,31,13,694,M,Coahuila,33197,Chevrolet,Equinox,SUV,2015,Directo,2020-08-04,2021-08-04,1,300404,3255.6551940979016
9171,2020,0,NA,No Renovada,31,12,625,F,Sonora,92938,Nissan,Sentra,Sedan,2012,Banco,2020-04-09,2021-04-09,1,139002,2294.483473714903
9172,2020,0,NA,Vigente,41,23,684,F,Coahuila,27005,Chevrolet,Aveo,Sedan,2007,Directo,2020-12-29,2021-12-29,1,69139,1909.9098954763529
9173,2020,0,NA,No Renovada,37,19,556,M,Coahuila,33861,Volkswagen,Jetta,Sedan,2015,Agente,2020-12-14,2021-12-14,1,236529,2318.1428207717763
9174,2020,0,NA,Vigente,38,16,737,M,Chihuahua,34321,Toyota,Corolla,Sedan,2010,Banco,2020-02-03,2021-02-03,1,228017,2298.140797402058
9175,2020,0,NA,No Renovada,43,25,668,F,Coahuila,26694,Nissan,March,Hatchback,2013,Directo,2020-06-27,2021-06-27,1,103663,1812.9437013010709
9176,2020,0,NA,Vigente,38,20,747,M,Nuevo Leon,66502,Nissan,Sentra,Sedan,2014,Banco,2020-03-12,2021-03-12,1,205459,2599.4121606746103
9177,2020,0,NA,Vigente,30,11,716,M,Estado de Mexico,52970,Honda,Civic,Sedan,2016,Agente,2020-02-02,2021-02-02,1,229466,3464.4357638135866
9178,2020,0,NA,Vigente,41,23,747,F,Coahuila,31750,Chevrolet,Aveo,Sedan,2009,Banco,2020-09-02,2021-09-02,1,76133,1928.3753297426972
9179,2020,0,NA,Vigente,28,8,698,M,Veracruz,95308,Volkswagen,Jetta,Sedan,2015,Directo,2020-07-31,2021-07-31,1,242618,2565.6735036423306
9180,2020,0,NA,Vigente,31,13,664,M,Estado de Mexico,52248,Toyota,Corolla,Sedan,2004,Agente,2020-02-25,2021-02-25,1,165237,3235.138847835482
9181,2020,0,NA,Vigente,20,1,614,F,Coahuila,26839,Ford,EcoSport,SUV,2013,Digital,2020-01-11,2021-01-11,1,167276,3488.3319809027807
9182,2020,0,NA,Vigente,41,23,648,M,Chihuahua,36505,Ford,EcoSport,SUV,2011,Directo,2020-08-17,2021-08-17,1,168862,2588.5061683066892
9183,2020,0,NA,Vigente,45,25,664,F,Guanajuato,37227,Volkswagen,Jetta,Sedan,2012,Directo,2020-10-14,2021-10-14,1,195626,2221.661796155679
9184,2020,0,NA,Vigente,45,25,626,M,Nuevo Leon,65206,Volkswagen,Polo,Hatchback,2011,Digital,2020-09-04,2021-09-04,1,123671,2151.3388444293455
9185,2020,0,NA,Vigente,49,26,NA,M,Coahuila,30009,Nissan,Sentra,Sedan,2012,Directo,2020-08-28,2021-08-28,1,178690,2181.3882048198034
9186,2020,0,NA,Vigente,34,16,754,M,Coahuila,30473,Nissan,Versa,Sedan,2009,Agente,2020-09-14,2021-09-14,1,122289,2249.518803740207
9187,2020,0,NA,Vigente,41,21,630,F,Guanajuato,36824,Volkswagen,Jetta,Sedan,2013,Agente,2020-03-11,2021-03-11,1,215593,2268.8797121503067
9188,2020,0,NA,No Renovada,36,12,646,M,Jalisco,48864,Mazda,Mazda3,Sedan,2015,Directo,2020-11-01,2021-11-01,1,207257,2604.334176483783
9189,2020,0,NA,No Renovada,34,16,643,M,Estado de Mexico,59731,Ford,EcoSport,SUV,2014,Agente,2020-01-20,2021-01-20,1,183410,3959.0955730009136
9190,2020,0,NA,Vigente,20,2,744,M,Guanajuato,39121,Volkswagen,Vento,Sedan,2011,Agente,2020-09-19,2021-09-19,1,149282,2849.597871880705
9191,2020,0,NA,Vigente,45,25,732,M,Coahuila,31080,Hyundai,Accent,Sedan,2013,Agente,2020-06-09,2021-06-09,1,142830,2095.191113336175
