siniestro_id,anio_ocurrencia,anio_desarrollo,anio_calendario,numero_pago,monto_pago,monto_acumulado
748,2020,4,2024,5,0,4466.31
749,2020,0,2020,1,27750.48,27750.48
749,2020,1,2021,2,12254.6,40005.09
749,2020,2,2022,3,7601.62,47606.7
749,2020,3,2023,4,721.61,48328.31
749,2020,4,2024,5,0,48328.31
750,2020,0,2020,1,30956,30956
750,2020,1,2021,2,11183.91,42139.91
750,2020,2,2022,3,5525.46,47665.37
750,2020,3,2023,4,1739.4,49404.78
750,2020,4,2024,5,562.08,49966.86
751,2020,0,2020,1,10693.73,10693.73
751,2020,1,2021,2,4104.88,14798.62
751,2020,2,2022,3,1973.26,16771.88
751,2020,3,2023,4,27.03,16798.91
751,2020,4,2024,5,453.67,17252.58
752,2020,0,2020,1,6531.31,6530.99
752,2020,1,2021,2,2631.05,9161.91
752,2020,2,2022,3,563.83,9725.7
752,2020,3,2023,4,680.45,10406.12
752,2020,4,2024,5,410.49,10816.59
754,2020,0,2020,1,2680.27,2641.22
754,2020,1,2021,2,1089.78,3715.12
754,2020,2,2022,3,557.85,4264.84
754,2020,3,2023,4,66.59,4330.47
754,2020,4,2024,5,15,4345.25
756,2020,0,2020,1,4509.9,4509.9
756,2020,1,2021,2,2396.04,6905.95
756,2020,2,2022,3,23.43,6929.37
756,2020,3,2023,4,586.96,7516.33
756,2020,4,2024,5,142.61,7658.94
758,2020,0,2020,1,2563.98,2563.98
758,2020,1,2021,2,1449.74,4013.71
758,2020,2,2022,3,11.36,4025.07
758,2020,3,2023,4,228.86,4253.94
758,2020,4,2024,5,93.88,4347.82
760,2020,0,2020,1,19748.54,19638.59
760,2020,1,2021,2,8106.11,27699.57
760,2020,2,2022,3,4102.76,31779.48
760,2020,3,2023,4,32.97,31812.27
760,2020,4,2024,5,502.55,32312.03
761,2020,0,2020,1,1570.62,1570.62
761,2020,1,2021,2,668.28,2238.9
761,2020,2,2022,3,318.24,2557.14
761,2020,3,2023,4,99.45,2656.59
761,2020,4,2024,5,0,2656.59
762,2020,0,2020,1,12577.74,12394.87
762,2020,1,2021,2,4414.61,16745.3
762,2020,2,2022,3,2640.11,19347.03
762,2020,3,2023,4,350.08,19692.02
762,2020,4,2024,5,65.98,19757.04
763,2020,0,2020,1,4270.34,4270.34
763,2020,1,2021,2,2025.2,6295.54
763,2020,2,2022,3,464.69,6760.23
763,2020,3,2023,4,333.4,7093.63
763,2020,4,2024,5,111.24,7204.87
765,2020,0,2020,1,7239.68,7239.68
765,2020,1,2021,2,2894.4,10134.07
765,2020,2,2022,3,1026.15,11160.22
765,2020,3,2023,4,265.54,11425.76
765,2020,4,2024,5,687.9,12113.66
766,2020,0,2020,1,7235.38,7235.38
766,2020,1,2021,2,2438.99,9674.37
766,2020,2,2022,3,1892.32,11566.69
766,2020,3,2023,4,7.95,11574.64
766,2020,4,2024,5,58.6,11633.24
768,2020,0,2020,1,15165.12,15165.12
768,2020,1,2021,2,5913.55,21078.68
768,2020,2,2022,3,3454.22,24532.9
768,2020,3,2023,4,239.62,24772.51
768,2020,4,2024,5,175.91,24948.42
769,2020,0,2020,1,3534.35,3534.35
769,2020,1,2021,2,1808.34,5342.69
769,2020,2,2022,3,362.26,5704.95
769,2020,3,2023,4,136.43,5841.38
769,2020,4,2024,5,268.76,6110.14
770,2020,0,2020,1,4693.33,4693.33
770,2020,1,2021,2,2055.79,6749.13
770,2020,2,2022,3,357.01,7106.13
770,2020,3,2023,4,273.57,7379.71
770,2020,4,2024,5,280.98,7660.69
771,2020,0,2020,1,10882.41,10812.79
771,2020,1,2021,2,3808.58,14597.01
771,2020,2,2022,3,2241.74,16824.41
771,2020,3,2023,4,432.06,17253.7
771,2020,4,2024,5,231.49,17483.71
772,2020,0,2020,1,4847.95,4847.95
772,2020,1,2021,2,2086.5,6934.46
772,2020,2,2022,3,791.55,7726.01
772,2020,3,2023,4,290.94,8016.95
772,2020,4,2024,5,34.37,8051.32
773,2020,0,2020,1,923.49,923.49
773,2020,1,2021,2,445.82,1369.31
773,2020,2,2022,3,40.49,1409.8
773,2020,3,2023,4,126.94,1536.74
773,2020,4,2024,5,25.51,1562.25
774,2020,0,2020,1,16521.33,16521.33
774,2020,1,2021,2,6138.09,22659.42
774,2020,2,2022,3,1971.2,24630.62
774,2020,3,2023,4,1757.39,26388.01
774,2020,4,2024,5,281.72,26669.73
777,2020,0,2020,1,14926.13,14926.13
777,2020,1,2021,2,6915.06,21841.18
777,2020,2,2022,3,2544.25,24385.44
777,2020,3,2023,4,227.76,24613.2
777,2020,4,2024,5,953.9,25567.1
778,2020,0,2020,1,8070.5,8070.5
778,2020,1,2021,2,3306.03,11376.52
778,2020,2,2022,3,1293.95,12670.47
778,2020,3,2023,4,176.03,12846.5
778,2020,4,2024,5,775.12,13621.62
779,2020,0,2020,1,19839.73,19369.68
779,2020,1,2021,2,7837.36,27021.36
779,2020,2,2022,3,2427.04,29390.9
779,2020,3,2023,4,1685.35,31036.32
779,2020,4,2024,5,86.81,31121.07
780,2020,0,2020,1,13090.07,13090.07
780,2020,1,2021,2,6346.67,19436.74
780,2020,2,2022,3,276.01,19712.75
780,2020,3,2023,4,637.68,20350.43
780,2020,4,2024,5,1765.43,22115.86
781,2020,0,2020,1,677.4,677.4
781,2020,1,2021,2,264.96,942.36
781,2020,2,2022,3,121.96,1064.32
781,2020,3,2023,4,30.79,1095.11
781,2020,4,2024,5,39.34,1134.45
782,2020,0,2020,1,9371.21,9371.21
782,2020,1,2021,2,4253.89,13625.11
782,2020,2,2022,3,780.41,14405.52
782,2020,3,2023,4,885.24,15290.75
782,2020,4,2024,5,112.77,15403.52
783,2020,0,2020,1,16.52,16.33
783,2020,1,2021,2,6.06,22.32
783,2020,2,2022,3,3.97,26.25
783,2020,3,2023,4,0.81,27.05
783,2020,4,2024,5,0.47,27.51
785,2020,0,2020,1,8250.67,8235.52
785,2020,1,2021,2,3482.02,11711.16
785,2020,2,2022,3,1201.65,12910.6
785,2020,3,2023,4,599.47,13508.97
785,2020,4,2024,5,370.81,13879.1
786,2020,0,2020,1,10161.95,10161.95
786,2020,1,2021,2,4245.2,14407.15
786,2020,2,2022,3,1800.12,16207.28
786,2020,3,2023,4,418.32,16625.6
786,2020,4,2024,5,777.92,17403.52
788,2020,0,2020,1,13772.15,13689.64
788,2020,1,2021,2,5604.82,19260.88
788,2020,2,2022,3,454.47,19712.63
788,2020,3,2023,4,1183.13,20888.67
788,2020,4,2024,5,1662.54,22541.25
790,2020,0,2020,1,4136.46,4136.46
790,2020,1,2021,2,1717.61,5854.07
790,2020,2,2022,3,391.91,6245.98
790,2020,3,2023,4,86.27,6332.26
790,2020,4,2024,5,178.67,6510.93
791,2020,0,2020,1,14645.48,14510.22
791,2020,1,2021,2,6059.73,20513.99
791,2020,2,2022,3,1387.43,21888.6
791,2020,3,2023,4,1477.16,23352.12
791,2020,4,2024,5,245.69,23595.54
792,2020,0,2020,1,1261.42,1251.84
792,2020,1,2021,2,460.58,1708.92
792,2020,2,2022,3,247.75,1954.79
792,2020,3,2023,4,24.3,1978.91
792,2020,4,2024,5,40.38,2018.97
793,2020,0,2020,1,2207.32,2207.32
793,2020,1,2021,2,1076.38,3283.7
793,2020,2,2022,3,321.77,3605.47
793,2020,3,2023,4,169.67,3775.14
793,2020,4,2024,5,0,3775.14
794,2020,0,2020,1,12897.41,12891.83
794,2020,1,2021,2,4407.58,17297.5
794,2020,2,2022,3,3376.54,20672.59
794,2020,3,2023,4,883.05,21555.25
794,2020,4,2024,5,234.84,21790
796,2020,0,2020,1,2925.18,2925.18
796,2020,1,2021,2,755.16,3680.34
796,2020,2,2022,3,434.52,4114.86
796,2020,3,2023,4,287.81,4402.67
796,2020,4,2024,5,0,4402.67
797,2020,0,2020,1,8388.06,8388.06
797,2020,1,2021,2,3066.13,11454.19
797,2020,2,2022,3,1771.87,13226.06
797,2020,3,2023,4,276.76,13502.82
797,2020,4,2024,5,572.56,14075.38
798,2020,0,2020,1,4239.05,4239.05
798,2020,1,2021,2,1575.17,5814.22
798,2020,2,2022,3,666.35,6480.58
798,2020,3,2023,4,688.47,7169.05
798,2020,4,2024,5,0,7169.05
799,2020,0,2020,1,2472.66,2413.93
799,2020,1,2021,2,1060.55,3449.3
799,2020,2,2022,3,19.34,3468.17
799,2020,3,2023,4,325.93,3786.36
799,2020,4,2024,5,32.15,3817.75
801,2020,0,2020,1,18495.11,18334.95
801,2020,1,2021,2,8779.56,27038.48
801,2020,2,2022,3,3117.77,30129.25
801,2020,3,2023,4,835.05,30957.07
801,2020,4,2024,5,169.86,31125.47
803,2020,0,2020,1,4251.61,4251.61
803,2020,1,2021,2,1613.96,5865.57
803,2020,2,2022,3,904.08,6769.65
803,2020,3,2023,4,310.32,7079.97
803,2020,4,2024,5,27.94,7107.91
805,2020,0,2020,1,18267.7,18267.7
805,2020,1,2021,2,8536.32,26804.02
805,2020,2,2022,3,2238.72,29042.75
805,2020,3,2023,4,1800.44,30843.19
805,2020,4,2024,5,0,30843.19
806,2020,0,2020,1,15379.8,15047.68
806,2020,1,2021,2,6180.96,21095.16
806,2020,2,2022,3,112.92,21205.65
806,2020,3,2023,4,2989.82,24130.9
806,2020,4,2024,5,106.04,24234.65
807,2020,0,2020,1,9180.52,9006.46
807,2020,1,2021,2,4829.17,13744.06
807,2020,2,2022,3,1145.84,14868.17
807,2020,3,2023,4,273.94,15136.92
807,2020,4,2024,5,720.42,15843.68
809,2020,0,2020,1,8467.01,8467.01
809,2020,1,2021,2,2919.53,11386.55
809,2020,2,2022,3,2202.82,13589.37
809,2020,3,2023,4,179.56,13768.93
809,2020,4,2024,5,303.5,14072.43
810,2020,0,2020,1,22669.01,22669.01
810,2020,1,2021,2,7804.63,30473.65
810,2020,2,2022,3,5776.41,36250.06
810,2020,3,2023,4,1577.11,37827.17
810,2020,4,2024,5,0,37827.17
811,2020,0,2020,1,9170.71,9060.71
811,2020,1,2021,2,4674.6,13679.24
811,2020,2,2022,3,677.18,14348.3
811,2020,3,2023,4,279.75,14624.69
811,2020,4,2024,5,489.5,15108.32
812,2020,0,2020,1,8989.43,8989.43
812,2020,1,2021,2,3423.19,12412.62
812,2020,2,2022,3,1137.06,13549.68
812,2020,3,2023,4,582.08,14131.76
812,2020,4,2024,5,668.47,14800.23
814,2020,0,2020,1,24221.26,24221.26
814,2020,1,2021,2,10966.97,35188.22
814,2020,2,2022,3,3458.25,38646.48
814,2020,3,2023,4,1598.08,40244.56
814,2020,4,2024,5,976.41,41220.97
815,2020,0,2020,1,6565.06,6565.06
815,2020,1,2021,2,3091.92,9656.98
815,2020,2,2022,3,754.61,10411.59
815,2020,3,2023,4,577.05,10988.64
815,2020,4,2024,5,0,10988.64
816,2020,0,2020,1,16849.06,16849.06
816,2020,1,2021,2,7317.02,24166.08
816,2020,2,2022,3,1591.83,25757.91
816,2020,3,2023,4,1833.6,27591.51
816,2020,4,2024,5,0,27591.51
821,2020,0,2020,1,8363.53,8363.53
821,2020,1,2021,2,4190.78,12554.31
821,2020,2,2022,3,541.58,13095.89
821,2020,3,2023,4,1136.25,14232.14
821,2020,4,2024,5,0,14232.14
823,2020,0,2020,1,13161.83,13161.83
823,2020,1,2021,2,6088.02,19249.85
823,2020,2,2022,3,2248.55,21498.4
823,2020,3,2023,4,509.6,22008
823,2020,4,2024,5,405.1,22413.1
824,2020,0,2020,1,8771.04,8581.27
824,2020,1,2021,2,3734.3,12234.77
824,2020,2,2022,3,591.24,12813.22
824,2020,3,2023,4,935.81,13728.79
824,2020,4,2024,5,71.69,13798.92
825,2020,0,2020,1,18960.21,18648.92
825,2020,1,2021,2,6273.92,24819.82
825,2020,2,2022,3,3099.08,27868.02
825,2020,3,2023,4,1582.37,29424.41
825,2020,4,2024,5,433.59,29850.88
826,2020,0,2020,1,10055.8,10055.8
826,2020,1,2021,2,3583.75,13639.55
826,2020,2,2022,3,2235.54,15875.09
826,2020,3,2023,4,44.46,15919.55
826,2020,4,2024,5,425.35,16344.9
829,2020,0,2020,1,6142.39,6142.39
829,2020,1,2021,2,1480.63,7623.02
829,2020,2,2022,3,1856.11,9479.14
829,2020,3,2023,4,42.3,9521.44
829,2020,4,2024,5,220.61,9742.05
831,2020,0,2020,1,9688.75,9688.75
831,2020,1,2021,2,3668.09,13356.84
831,2020,2,2022,3,1102.14,14458.98
831,2020,3,2023,4,446.25,14905.23
831,2020,4,2024,5,663.85,15569.08
832,2020,0,2020,1,77706.98,75874.25
832,2020,1,2021,2,27252.77,102484.25
832,2020,2,2022,3,12814.81,114996.82
832,2020,3,2023,4,3803.67,118710.78
832,2020,4,2024,5,133.56,118841.19
833,2020,0,2020,1,3202.57,3202.57
833,2020,1,2021,2,1224.3,4426.87
833,2020,2,2022,3,639.44,5066.3
833,2020,3,2023,4,54.39,5120.69
833,2020,4,2024,5,222.34,5343.03
836,2020,0,2020,1,21066.56,21066.56
836,2020,1,2021,2,7110.53,28177.09
836,2020,2,2022,3,3503.33,31680.43
836,2020,3,2023,4,1560.8,33241.23
836,2020,4,2024,5,650.13,33891.36
837,2020,0,2020,1,5614.73,5614.73
837,2020,1,2021,2,2315.29,7930.01
837,2020,2,2022,3,1445.83,9375.84
837,2020,3,2023,4,90.33,9466.17
837,2020,4,2024,5,53.8,9519.97
838,2020,0,2020,1,7569.79,7520.48
838,2020,1,2021,2,2560.13,10063.94
838,2020,2,2022,3,1721.8,11774.52
838,2020,3,2023,4,270.85,12043.6
838,2020,4,2024,5,293.53,12335.22
840,2020,0,2020,1,13200.31,13012.22
840,2020,1,2021,2,5702.21,18633.18
840,2020,2,2022,3,2269.99,20870.83
840,2020,3,2023,4,163.21,21031.71
840,2020,4,2024,5,224.95,21253.46
841,2020,0,2020,1,7014.73,7014.73
841,2020,1,2021,2,2939.23,9953.96
841,2020,2,2022,3,889.97,10843.93
841,2020,3,2023,4,470.23,11314.16
841,2020,4,2024,5,396.86,11711.02
842,2020,0,2020,1,8213.13,8213.13
842,2020,1,2021,2,3230.49,11443.62
842,2020,2,2022,3,1945.19,13388.81
842,2020,3,2023,4,197.51,13586.32
842,2020,4,2024,5,0,13586.32
843,2020,0,2020,1,2150.32,2131.03
843,2020,1,2021,2,816.81,2940.52
843,2020,2,2022,3,559.06,3494.56
843,2020,3,2023,4,58.64,3552.67
843,2020,4,2024,5,19.47,3571.97
844,2020,0,2020,1,14722.61,14722.61
844,2020,1,2021,2,5566.66,20289.27
844,2020,2,2022,3,1815.65,22104.91
844,2020,3,2023,4,834.23,22939.14
844,2020,4,2024,5,826.41,23765.55
845,2020,0,2020,1,5284.49,5125.44
845,2020,1,2021,2,2286.74,7343.36
845,2020,2,2022,3,629.2,7953.62
845,2020,3,2023,4,349.97,8293.06
845,2020,4,2024,5,163.96,8452.09
847,2020,0,2020,1,3872.78,3872.78
847,2020,1,2021,2,1561.34,5434.12
847,2020,2,2022,3,830.93,6265.05
847,2020,3,2023,4,65.35,6330.4
847,2020,4,2024,5,92.62,6423.02
848,2020,0,2020,1,86947.14,86947.14
848,2020,1,2021,2,32429.92,119377.07
848,2020,2,2022,3,21239.76,140616.83
848,2020,3,2023,4,2731.25,143348.08
848,2020,4,2024,5,0,143348.08
849,2020,0,2020,1,5184.56,5184.56
849,2020,1,2021,2,2931.54,8116.11
849,2020,2,2022,3,56.13,8172.23
849,2020,3,2023,4,142.14,8314.38
849,2020,4,2024,5,591.57,8905.95
852,2020,0,2020,1,49539.95,48996.66
852,2020,1,2021,2,15001.3,63833.45
852,2020,2,2022,3,5776.56,69546.66
852,2020,3,2023,4,3300.68,72811.15
852,2020,4,2024,5,3269.2,76044.5
853,2020,0,2020,1,10041.65,9689.2
853,2020,1,2021,2,3950.74,13501.28
853,2020,2,2022,3,1706.92,15148.29
853,2020,3,2023,4,383.63,15518.45
853,2020,4,2024,5,83.19,15598.72
855,2020,0,2020,1,7657.15,7657.15
855,2020,1,2021,2,3321.79,10978.94
855,2020,2,2022,3,102.67,11081.61
855,2020,3,2023,4,1184.23,12265.84
855,2020,4,2024,5,0,12265.84
856,2020,0,2020,1,2022.16,2014.93
856,2020,1,2021,2,829.26,2841.22
856,2020,2,2022,3,325.85,3165.9
856,2020,3,2023,4,48.99,3214.71
856,2020,4,2024,5,2.48,3217.18
858,2020,0,2020,1,11242.57,11242.57
858,2020,1,2021,2,4550.2,15792.77
858,2020,2,2022,3,1854.02,17646.78
858,2020,3,2023,4,261.86,17908.65
858,2020,4,2024,5,546.84,18455.49
861,2020,0,2020,1,3968.61,3866.05
861,2020,1,2021,2,1861.04,5678.99
861,2020,2,2022,3,575.1,6239.23
861,2020,3,2023,4,53.86,6291.7
861,2020,4,2024,5,231.64,6517.35
862,2020,0,2020,1,4850.64,4819.33
862,2020,1,2021,2,1926.09,6732.99
862,2020,2,2022,3,1139.31,7864.94
862,2020,3,2023,4,293.17,8156.22
862,2020,4,2024,5,44.25,8200.18
865,2020,0,2020,1,20876.17,20540.75
865,2020,1,2021,2,7312.38,27735.64
865,2020,2,2022,3,5500.53,33147.79
865,2020,3,2023,4,7.69,33155.36
865,2020,4,2024,5,1119.01,34256.39
866,2020,0,2020,1,25043.13,25043.13
866,2020,1,2021,2,9737.19,34780.32
866,2020,2,2022,3,4094.93,38875.25
866,2020,3,2023,4,2775,41650.25
866,2020,4,2024,5,491.44,42141.69
867,2020,0,2020,1,9660.48,9660.48
867,2020,1,2021,2,3203.59,12864.07
867,2020,2,2022,3,2176.41,15040.48
867,2020,3,2023,4,480.66,15521.14
867,2020,4,2024,5,0,15521.14
870,2020,0,2020,1,12164.7,12164.7
870,2020,1,2021,2,5971.88,18136.58
870,2020,2,2022,3,1807.65,19944.23
870,2020,3,2023,4,1042.27,20986.5
870,2020,4,2024,5,0,20986.5
871,2020,0,2020,1,4624.96,4624.96
871,2020,1,2021,2,1386.84,6011.79
871,2020,2,2022,3,686.93,6698.72
871,2020,3,2023,4,561.96,7260.68
871,2020,4,2024,5,138.3,7398.98
872,2020,0,2020,1,12683.09,12498.53
872,2020,1,2021,2,5138.42,17562.18
872,2020,2,2022,3,1412.08,18953.71
872,2020,3,2023,4,815.57,19757.42
872,2020,4,2024,5,622.03,20370.4
873,2020,0,2020,1,6362.25,6246.32
873,2020,1,2021,2,2488.23,8689.21
873,2020,2,2022,3,1426.69,10089.9
873,2020,3,2023,4,105.23,10193.21
873,2020,4,2024,5,266.63,10454.98
874,2020,0,2020,1,3028.14,3028.14
874,2020,1,2021,2,1196.47,4224.61
874,2020,2,2022,3,482.56,4707.17
874,2020,3,2023,4,85.77,4792.93
874,2020,4,2024,5,84.76,4877.69
875,2020,0,2020,1,11026.71,11026.71
875,2020,1,2021,2,3921.26,14947.98
875,2020,2,2022,3,1537.28,16485.26
875,2020,3,2023,4,293.93,16779.19
875,2020,4,2024,5,828.2,17607.39
876,2020,0,2020,1,8198.58,8198.58
876,2020,1,2021,2,3992.83,12191.4
876,2020,2,2022,3,656.52,12847.92
876,2020,3,2023,4,924.6,13772.52
876,2020,4,2024,5,0,13772.52
877,2020,0,2020,1,16238.93,16238.93
877,2020,1,2021,2,7541.65,23780.58
877,2020,2,2022,3,2848.79,26629.37
877,2020,3,2023,4,311.1,26940.47
877,2020,4,2024,5,121.15,27061.62
878,2020,0,2020,1,10712.99,10712.99
878,2020,1,2021,2,4592.07,15305.06
878,2020,2,2022,3,1079.91,16384.97
878,2020,3,2023,4,1215.17,17600.14
878,2020,4,2024,5,45.47,17645.61
880,2020,0,2020,1,2368.86,2368.86
880,2020,1,2021,2,978.12,3346.98
880,2020,2,2022,3,205.33,3552.31
880,2020,3,2023,4,332.51,3884.82
880,2020,4,2024,5,0,3884.82
881,2020,0,2020,1,6983.35,6983.35
881,2020,1,2021,2,3321.45,10304.8
881,2020,2,2022,3,548.94,10853.74
881,2020,3,2023,4,608.01,11461.75
881,2020,4,2024,5,129.07,11590.82
882,2020,0,2020,1,10136.37,10136.37
882,2020,1,2021,2,5351.53,15487.9
882,2020,2,2022,3,1293.61,16781.51
882,2020,3,2023,4,607.28,17388.78
882,2020,4,2024,5,73.46,17462.24
883,2020,0,2020,1,16611.6,16611.6
883,2020,1,2021,2,7929.99,24541.59
883,2020,2,2022,3,2146.78,26688.37
883,2020,3,2023,4,1272.69,27961.05
883,2020,4,2024,5,889.16,28850.21
884,2020,0,2020,1,12895.59,12774.26
884,2020,1,2021,2,4342.96,17076.36
884,2020,2,2022,3,3061.91,20109.45
884,2020,3,2023,4,659.74,20762.99
884,2020,4,2024,5,378.44,21137.87
885,2020,0,2020,1,25867.31,25060.55
885,2020,1,2021,2,8705.27,33494.31
885,2020,2,2022,3,5213.71,38545.41
885,2020,3,2023,4,1533.71,40031.28
885,2020,4,2024,5,820.01,40825.72
886,2020,0,2020,1,22667.3,22548.07
886,2020,1,2021,2,9577.03,32074.73
886,2020,2,2022,3,4038.46,36091.95
886,2020,3,2023,4,1693.37,37776.41
886,2020,4,2024,5,387.74,38162.11
887,2020,0,2020,1,14227.65,14227.65
887,2020,1,2021,2,5493.01,19720.66
887,2020,2,2022,3,2712.36,22433.02
887,2020,3,2023,4,439.07,22872.09
887,2020,4,2024,5,304.57,23176.66
888,2020,0,2020,1,4652.36,4652.36
888,2020,1,2021,2,2137.16,6789.52
888,2020,2,2022,3,402.96,7192.48
888,2020,3,2023,4,402.08,7594.56
888,2020,4,2024,5,128.9,7723.46
889,2020,0,2020,1,15954.26,15847.5
889,2020,1,2021,2,6876.98,22678.46
889,2020,2,2022,3,2223.08,24886.66
889,2020,3,2023,4,132.41,25018.19
889,2020,4,2024,5,678.82,25692.47
890,2020,0,2020,1,5406.91,5406.91
890,2020,1,2021,2,1776.96,7183.87
890,2020,2,2022,3,1319.34,8503.22
890,2020,3,2023,4,61.58,8564.8
890,2020,4,2024,5,140.48,8705.28
891,2020,0,2020,1,3907.76,3907.76
891,2020,1,2021,2,1889.17,5796.93
891,2020,2,2022,3,733.72,6530.66
891,2020,3,2023,4,24.33,6554.99
891,2020,4,2024,5,0,6554.99
892,2020,0,2020,1,2478.94,2475.35
892,2020,1,2021,2,1041.09,3514.93
892,2020,2,2022,3,560.08,4074.2
892,2020,3,2023,4,31.07,4105.22
892,2020,4,2024,5,95.15,4200.24
893,2020,0,2020,1,145793.48,145793.48
893,2020,1,2021,2,57150.36,202943.84
893,2020,2,2022,3,16663.72,219607.56
893,2020,3,2023,4,22429.27,242036.83
893,2020,4,2024,5,1710.86,243747.69
894,2020,0,2020,1,12712.02,12712.02
894,2020,1,2021,2,4519.97,17231.99
894,2020,2,2022,3,3071.57,20303.56
894,2020,3,2023,4,429.44,20733
894,2020,4,2024,5,36.26,20769.26
895,2020,0,2020,1,4368.17,4368.17
895,2020,1,2021,2,1633.97,6002.14
895,2020,2,2022,3,761.99,6764.13
895,2020,3,2023,4,237.42,7001.54
895,2020,4,2024,5,477.22,7478.76
896,2020,0,2020,1,3745.66,3745.66
896,2020,1,2021,2,1431.18,5176.84
896,2020,2,2022,3,1215.85,6392.69
896,2020,3,2023,4,0,6392.69
896,2020,4,2024,5,0,6392.69
897,2020,0,2020,1,3996.87,3996.87
897,2020,1,2021,2,1598.53,5595.4
897,2020,2,2022,3,412.27,6007.67
897,2020,3,2023,4,158.06,6165.73
897,2020,4,2024,5,275.01,6440.74
898,2020,0,2020,1,12915.43,12915.43
898,2020,1,2021,2,6841.21,19756.64
898,2020,2,2022,3,951.94,20708.58
898,2020,3,2023,4,623.34,21331.93
898,2020,4,2024,5,654.18,21986.11
899,2020,0,2020,1,11150.27,11150.27
899,2020,1,2021,2,4266.26,15416.53
899,2020,2,2022,3,1620.4,17036.93
899,2020,3,2023,4,965.58,18002.51
899,2020,4,2024,5,258.72,18261.23
901,2020,0,2020,1,8556.59,8374.63
901,2020,1,2021,2,4066.87,12355.02
901,2020,2,2022,3,1581.04,13902.44
901,2020,3,2023,4,39.95,13941.55
901,2020,4,2024,5,71.98,14011.99
903,2020,0,2020,1,15859.3,15859.3
903,2020,1,2021,2,6123.02,21982.33
903,2020,2,2022,3,1789.69,23772.01
903,2020,3,2023,4,986.81,24758.83
903,2020,4,2024,5,514.52,25273.35
906,2020,0,2020,1,4435.51,4152.51
906,2020,1,2021,2,2077.2,6097.18
906,2020,2,2022,3,304.86,6382.59
906,2020,3,2023,4,58.76,6437.6
906,2020,4,2024,5,68.98,6502.18
907,2020,0,2020,1,9764.98,9764.98
907,2020,1,2021,2,3969.66,13734.65
907,2020,2,2022,3,1880.9,15615.55
907,2020,3,2023,4,300.6,15916.15
907,2020,4,2024,5,839.01,16755.16
908,2020,0,2020,1,4391.15,4391.15
908,2020,1,2021,2,1682.15,6073.31
908,2020,2,2022,3,1148.45,7221.76
908,2020,3,2023,4,63.11,7284.86
908,2020,4,2024,5,185.8,7470.66
909,2020,0,2020,1,14065.95,14065.95
909,2020,1,2021,2,6284.67,20350.62
909,2020,2,2022,3,2506.84,22857.47
909,2020,3,2023,4,976.15,23833.62
909,2020,4,2024,5,0,23833.62
910,2020,0,2020,1,13159.52,13159.52
910,2020,1,2021,2,6441.75,19601.26
910,2020,2,2022,3,927.15,20528.41
910,2020,3,2023,4,1035.49,21563.9
910,2020,4,2024,5,0,21563.9
911,2020,0,2020,1,6679.25,6679.25
911,2020,1,2021,2,3014.31,9693.56
911,2020,2,2022,3,753.27,10446.84
911,2020,3,2023,4,666.81,11113.64
911,2020,4,2024,5,163.53,11277.17
913,2020,0,2020,1,7097.72,7023.24
913,2020,1,2021,2,3326.14,10314.48
913,2020,2,2022,3,725.08,11031.95
913,2020,3,2023,4,57.29,11088.65
913,2020,4,2024,5,730.71,11811.69
914,2020,0,2020,1,12250.67,12250.67
914,2020,1,2021,2,6226.36,18477.04
914,2020,2,2022,3,2071.64,20548.67
914,2020,3,2023,4,59.82,20608.49
914,2020,4,2024,5,396.05,21004.54
915,2020,0,2020,1,47209.62,47209.62
915,2020,1,2021,2,25507.73,72717.35
915,2020,2,2022,3,5924.12,78641.46
915,2020,3,2023,4,423.33,79064.8
915,2020,4,2024,5,3641.12,82705.92
916,2020,0,2020,1,13625.46,13575.19
916,2020,1,2021,2,5868.74,19422.28
916,2020,2,2022,3,3214.62,22625.04
916,2020,3,2023,4,339.88,22963.66
916,2020,4,2024,5,222.4,23185.24
917,2020,0,2020,1,1623.19,1623.19
917,2020,1,2021,2,613.21,2236.4
917,2020,2,2022,3,295.47,2531.87
917,2020,3,2023,4,34.79,2566.66
917,2020,4,2024,5,117.86,2684.52
918,2020,0,2020,1,5996.3,5996.3
918,2020,1,2021,2,2882.36,8878.66
918,2020,2,2022,3,1215,10093.66
918,2020,3,2023,4,302.63,10396.29
918,2020,4,2024,5,80.17,10476.46
920,2020,0,2020,1,3798.95,3798.95
920,2020,1,2021,2,1287.68,5086.63
920,2020,2,2022,3,540.87,5627.5
920,2020,3,2023,4,43.87,5671.37
920,2020,4,2024,5,363.41,6034.78
921,2020,0,2020,1,14799.04,14740.96
921,2020,1,2021,2,7987.06,22696.67
921,2020,2,2022,3,1323.23,24014.71
921,2020,3,2023,4,868.33,24879.63
921,2020,4,2024,5,804.7,25681.18
922,2020,0,2020,1,10038.64,10038.64
922,2020,1,2021,2,4332.1,14370.74
922,2020,2,2022,3,1053.04,15423.78
922,2020,3,2023,4,1147.6,16571.38
922,2020,4,2024,5,0,16571.38
924,2020,0,2020,1,10150.71,10016.89
924,2020,1,2021,2,4355,14314.48
924,2020,2,2022,3,396.98,14706.23
924,2020,3,2023,4,1222.27,15912.38
924,2020,4,2024,5,374.83,16282.26
925,2020,0,2020,1,22607.06,22607.06
925,2020,1,2021,2,9186.52,31793.58
925,2020,2,2022,3,4483.1,36276.68
925,2020,3,2023,4,2708.75,38985.43
